country,categoria_expectativa_vida,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,gdp_per_capita_current_us$
Albania,Mortalidad_Baja,-0.1151466030947135,-1.142618098336074,0.21335654243265229,0.8519277225712443,-1.4908911133357021,0.3325996183000573,0.18602030857324825,0.23127848410026128,4498.50486763601
Albania,Mortalidad_Baja,-0.6622773280756287,0.023852646423061435,-0.5818642723026435,-0.4211670628039547,-1.6925453491695115,0.629188798564092,0.20079686295588564,0.23508685570342971,3743.05529896187
Albania,Mortalidad_Baja,-0.7170467654398612,0.051488962251431396,-0.5859292591818939,-0.3754531899061574,-1.6380238788761383,0.6534046928033489,0.17777538474734209,0.19608659004874618,3057.77257038113
Albania,Mortalidad_Baja,-0.3401846992181141,-1.108143965939332,0.2332170979090022,0.9345067489715576,-1.4119839762845945,0.31848604817356263,0.21605937325566127,0.14442583655920108,2741.72136549578
Albania,Mortalidad_Baja,-0.905718397065148,0.08563317695799545,-0.5694161715402657,-0.27432123657846563,-1.5707010061001807,0.7364189988246505,0.2627201040153317,0.1338374693370825,2446.90949947798
Albania,Mortalidad_Baja,-1.2712329292115647,-0.03227642747058403,-0.5139181300153083,-0.34183203890749797,-1.8844273281904071,0.3851449459639672,0.5790651263213812,0.1627321566087546,1908.69900687608
Albania,Mortalidad_Baja,-0.7886428737822269,-1.2127131827415258,0.3347161696363051,0.8691328477749997,-1.6075244169178409,-0.016536112768408103,0.6215343371057794,0.14332161775140395,1479.83884572006
Albania,Mortalidad_Media,-1.022470106602047,0.057916960573055176,-0.4429099498469299,-0.3676400929345804,-1.3968638339786599,0.7033103487885133,0.4612098840835818,0.11427953993397265,1326.41652388077
Albania,Mortalidad_Media,-1.3466095094061326,-0.039377747538990475,-0.3888071086440964,-0.41878783337290953,-1.6461719463383093,0.42190932815070264,0.7920274987424755,0.13866013002847477,1160.42047054038
Albania,Mortalidad_Media,-1.9172521534166789,0.02238544423115196,-0.2910967462253112,-0.09576958850329943,-1.521974669439509,0.9259067590587508,1.2807564522816726,0.06293681696739407,911.320465445326
Algeria,Mortalidad_Baja,-0.4172592094240576,0.21058045760590344,-0.6843746101567468,-0.4214173767510883,-1.2490101247563838,0.3083923245002058,-0.0943720659950877,0.35793887247828443,4961.55257664733
Algeria,Mortalidad_Baja,-0.2653390983647883,0.18723389110877553,-0.5206528824652794,-0.6482770396298034,-0.8767519846952817,0.2988334856147823,0.0797382765774904,0.2627432537266488,4160.55926736925
Algeria,Mortalidad_Media,-0.36872396293460463,0.12531005163515932,-0.3543512017612995,-0.8429098942712699,-0.6753569511659112,0.13570559933568818,0.357281038005331,0.1067631663215069,3743.5419522929
